Index,Country,Scope,Jurisdiction,Type of Law,Product Type,Application,Ordinance,Hyperlink to Ordinance
582,United States,Local,Kodiak,Ban,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5a73507b9140b739f6a198a4/1517506684885/City+of+Kodiak_Plastic+Shopping+bag+ordinance.pdf
583,United States,Local,Lacey,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55ad63dae4b0021f08a21c2c/1437426650745/LaceyWA_bag_ord_021314.pdf
584,United States,Local,Lafayette,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/56a676c0a12f4467ff36a066/1453749953043/FoodPackagingRecyclingpdf.pdf
585,United States,Local,Lafayette,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55dcaa53e4b0d17667e94432/1440524883014/Lafayette_Bags-EPS_12082014.pdf
586,United States,Local,Laguna Beach,Ban,EPS,Restaurant,link,http://qcode.us/codes/lagunabeach/
587,United States,Local,Laguna Beach,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f0ffe4b0419c11745dbd/1434579199489/LagunaBeach.pdf
588,United States,Local,Laguna Hills,Ban,EPS,Government,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
589,United States,Local,Laguna Vista,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55ad752be4b0aca8beb98db9/1437431083475/texas_laguna_vista_bagord.pdf
590,United States,Local,Laguna Woods,Ban,All Polystyrene,Restaurant,link,https://library.municode.com/ca/laguna_woods/codes/code_of_ordinances?nodeId=TIT4HESA_CH4.23PRUSEXEXPOFOSEWA
591,United States,Local,Lake Oswego,Ban+Fee,Bag,Retail,link,http://www.baglaws.com/assets/pdf/oregon_lake_oswego.pdf
592,United States,Local,Lambertville,Ban,Bag,Retail,link,https://www.lambertvillenj.org/government/documents/council-meeting-agendas/2018-1/ordinances-4/1062-16-2018-amends-chapter-xii-section-4-to-include-plastics/file
593,United States,Local,Larchmont,Ban,Bag,Retail,link,http://www.baglaws.com/assets/pdf/newyork_larchmont.pdf
594,United States,Local,Laredo,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55ad755de4b039eb7984c68a/1437431133399/LaredoTXbagord.pdf
595,United States,Local,Larkspur,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f110e4b0419c11745e14/1434579216797/Larkspur.pdf
596,United States,Local,Lee,Ban,Bag,Retail,link,http://nebula.wsimg.com/e3c4891c81adb6482dcd5bafbc7f8d5d?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
597,United States,Local,Lee,Ban,EPS,Restaurant,link,http://nebula.wsimg.com/e3c4891c81adb6482dcd5bafbc7f8d5d?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
598,United States,Local,Lenox,Ban,Bag,"Retail, Restaurant",link,"https://novolex.com/assets/content/Lenox,MA_Plastic_Bag_Legislation.pdf"
599,United States,Local,Lenox,Ban,EPS,Restaurant,link,http://nebula.wsimg.com/0ac53e3c554691cc96d8c6386e9dd2dd?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
600,United States,Local,Lewisboro,Ban+Fee,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
601,United States,Local,Lexington,Ban,Bag,Retail,link,http://nebula.wsimg.com/267148f0d70cdcc8418972f032dde110?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
602,United States,Local,Lexington,Ban,EPS,Restaurant,link,https://www.lexingtonma.gov/sites/lexingtonma/files/pages/article_30_motion_3.25.19_revised_and_posted.pdf
603,United States,Local,Lincoln,Ban,Bag,Retail,link,http://nebula.wsimg.com/e7a64d222dff211d3717ce210a3a4985?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
604,United States,Local,link,Ban,Bag,Retail,link,http://www.baglaws.com/assets/pdf/maryland_chestertown.pdf
605,United States,Local,Livermore,Ban,EPS,Restaurant,link,http://www.codepublishing.com/CA/Livermore/Municipal/Livermore08/Livermore0820.html
606,United States,Local,Livermore,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55d6315be4b041c74fd09091/1440100699519/AC+Final+Ordinance.pdf
607,United States,Local,Long Beach,Ban,All Polystyrene,"Restaurant, Retail",link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5aece9528a922d2add7261bc/1525475676676/2018+LB+Polystyrene+Ordinance_Packet.pdf
608,United States,Local,Long Beach,Ban,Bag,Retail,link,https://www.longbeachtownship.com/wp-content/uploads/2017/12/ag11062017.pdf
609,United States,Local,Long Beach,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f120e4b0419c11745e86/1434579232371/Longbeach.pdf
610,United States,Local,Long Beach,Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5a6a6e82c830255e65cb7f50/1516924547289/newyork_longbeach.pdf
611,United States,Local,Long Beach,Upon Request,Straw,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5aece9528a922d2add7261bc/1525475676676/2018+LB+Polystyrene+Ordinance_Packet.pdf
612,United States,Local,Longmeadow,Ban,Bag,Retail,link,http://nebula.wsimg.com/f45cd3e27fa5c4017c34e34ac7e86089?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
613,United States,Local,Longport,Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/565374afe4b047a27d064328/1448309935246/Longport+New+Jersey.pdf
614,United States,Local,Los Altos,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab454e4b053dbac760d51/1436202068801/LosAltos+EPS+Ordinance.pdf
615,United States,Local,Los Altos,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f12fe4b0419c11745ed9/1434579247211/LosAltos.pdf
616,United States,Local,Los Altos Hills,Ban,EPS,Government,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab466e4b053dbac760dbb/1436202086049/LosAltosHills+EPS+Ordinance.pdf
617,United States,Local,Los Angeles,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f13ee4b0419c11745f26/1434579262303/LosAngelesCity.pdf
618,United States,Local,Los Angeles City,Ban,EPS,Government,link,http://library.amlegal.com/nxt/gateway.dll?f=templates&fn=default.htm&vid=amlegal:la_all_mc
619,United States,Local,Los Angeles County (unincorporated areas),Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f14be4b0419c11745f60/1434579275677/LosAngelesCounty.pdf
620,United States,Local,Los Gatos,Ban,EPS,"Restaurant, Retail",link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab491e4b04990389b5c23/1436202129601/LosGatos+EPS+Ordinance.pdf
621,United States,Local,Los Gatos,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f160e4b0419c11745fe2/1434579296040/LosGatos.pdf
622,United States,Local,Lowell,Ban,Bag,Retail,link,https://www.lowellma.gov/DocumentCenter/View/6759/Prohibiting-Single-Use-Plastic-Bags
623,United States,Local,Lunenberg,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/4fea78b30dcee1c12549a998b1b590e1?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
624,United States,Local,Lynn,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/e97dd6d63861b168132c1d59f931f8bf?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
625,United States,Local,Malden,ban,Bag,Retail,,
626,United States,Local,Malibu,Ban,Bag,"Retail, Restaurant",link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f174e4b0419c1174605c/1434579316134/Malibu.pdf
627,United States,Local,Malibu,Ban,EPS,"Restaurant, Retail",link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/583e170cf7e0ab6135335714/1480464140988/Staff+Report+%26+Ordinance+11_28_16.PDF
628,United States,Local,Malibu,Upon Request,Straw,Restaurant,link,https://www.malibucity.org/DocumentCenter/View/16819/CITY_COUNCIL_-_ORDINANCE__432_-_REGULATING_PLASTICS_STRAWS__STIRRERS_AND_CUTLERY?bidId=
629,United States,Local,Mamaroneck,Ban,Bag,Retail,link,http://www.campaignforrecycling.org/sites/default/files/MamaroneckNY_bagban.pdf
630,United States,Local,Mammoth Lakes,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/56392f5de4b05d86ec1cc0bd/1446588253540/Mammoth_Lakes_Ordinance.pdf
631,United States,Local,Manchester,Ban,Bag,Retail,link,http://www.baglaws.com/assets/pdf/maine_manchester.pdf
632,United States,Local,Manchester,Ban,EPS,Restaurant,link,http://nebula.wsimg.com/9e368365d304b559e2115e7a6e6c2f85?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
633,United States,Local,Manchester-by-the-Sea,Ban,Bag,Retail,link,http://nebula.wsimg.com/14d23649c6e9070c3177cf66a607e0be?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
634,United States,Local,Manhattan Beach,Ban,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55dcac98e4b01ebbf3f31b85/1440525464440/ManhattanBeach_BagOrd_2008.pdf
635,United States,Local,Manhattan Beach,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5617f23ae4b0bf23ad81db48/1444409914079/MB+Polystyrene+ordinance+-+Sept+2013+final.pdf
636,United States,Local,Manhattan Beach,Ban,Straw,Restaurant,link,https://www.citymb.info/Home/Components/News/News/4428/43
637,United States,Local,Mansfield,Ban,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
638,United States,Local,Mansfield,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/f2c12c4d1fc522714b6277a3c46f634e?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
639,United States,Local,Manzanita,Ban,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5a6a708024a69434e4fe064e/1516925057092/oregon_manzanita.pdf
640,United States,Local,Marblehead,Ban,Bag,Retail,link,http://nebula.wsimg.com/31d33597d60468d21737c985c4241c8b?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
641,United States,Local,Marblehead,Ban,EPS,Restaurant,link,https://ecode360.com/29408984
642,United States,Local,Marin County,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f1a9e4b0da11fd0e0fdb/1434579369100/Marin+County.pdf
643,United States,Local,Marina,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab4cfe4b0d2540b734b88/1436202191223/Marina+EPS+Ordinance.pdf
644,United States,Local,Marina,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f1bae4b00d5e961f8f8f/1434579386359/Marina.pdf
645,United States,Local,Marshfield,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/6b097a822e2a634c3fbacd6b06ed4bb7?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
646,United States,Local,Martinez,Ban,EPS,Restaurant,link,https://library.municode.com/ca/martinez/codes/code_of_ordinances?nodeId=CD_ORD_TIT8HESA_CH8.18SORERE_8.18.320PRFOPA
647,United States,Local,Martinez,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f1c9e4b00d5e961f8fe9/1434579401703/Martinez.pdf
648,United States,Local,Mashpee,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/7329d6e6f3290499514b36e57aa7f43b?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
649,United States,Local,Maui,Ban,EPS,"Restaurant, Retail",,https://www.mauicounty.gov/DocumentCenter/View/108946/Ord-4457?bidId=
650,United States,Local,McMinnville,Ban+Fee,Bag,Retail,link,http://www.baglaws.com/assets/pdf/oregon_mcminnville.pdf
651,United States,Local,Medfield,Ban,Bag,Retail,-,http://www.town.medfield.net/DocumentCenter/View/2777/Annual-Warrant-Report-2019-PDF
652,United States,Local,Medford,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/1b12e165915c2fec35b94ddacf32e9a8?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
653,United States,Local,Melrose,Ban,Bag,"Retail, Restaurant",link,http://www.baglaws.com/assets/pdf/massachusetts_melrose.pdf
654,United States,Local,Mendocino County (unincorporated areas),Ban+Fee,Bag,"Retail, Restaurant",link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f1dae4b00d5e961f904c/1434579418515/Mendocino+County.pdf
655,United States,Local,Menlo Park,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab4eee4b0d2540b734c86/1436202222907/MenloPark+EPS+Ordinance.pdf
656,United States,Local,Menlo Park,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f1eae4b00d5e961f9095/1434579434445/MenloPark.pdf
657,United States,Local,Miami Beach,Ban,EPS,Restaurant,link,https://www.miamibeachfl.gov/wp-content/uploads/2017/08/Expanded-Polystyrene-Ordinance.pdf
658,United States,Local,Miami Beach,Ban,Straw,Restaurant,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
659,United States,Local,Middletown,Ban+Fee,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
660,United States,Local,Mill Valley,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab4fbe4b0d2540b734cd4/1436202235080/MillValley+EPS+Ordinance.pdf
661,United States,Local,Mill Valley,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/57eee117ff7c50d391ca2bde/1475272983241/FINAL+Disposable+Bag+Ordinance+to+ten+cents+Feb+2015.pdf
662,United States,Local,Millbrae,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/56a67b221115e080c4e23b5c/1453751075428/SustainFoodwareOrd.pdf
663,United States,Local,Millbrae,Ban+Fee,Bag,Retail,link,http://www.ci.millbrae.ca.us/Modules/ShowDocument.aspx?documentid=3390
664,United States,Local,Milpitas,Ban,EPS,Government,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/59e79de76957dada784ccfe8/1508351463504/Milpitas+EPS+ban+Ordinance.pdf
665,United States,Local,Milpitas,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5601e782e4b0382c2e7279ce/1442965378881/Milpitas+Ordinance.pdf
666,United States,Local,Milton,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/4e0f6c43595839ea31577254a4ededde?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
667,United States,Local,Milwaukie,Ban,Bag,Retail,link,http://www.baglaws.com/assets/pdf/oregon_milwauke.pdf
668,United States,Local,Minneapolis,Ban+Fee,Bag,Retail,link,http://clerk.seattle.gov/search/results?s1=&s3=&s4=123775&s2=&s5=&Sect4=AND&l=20&Sect2=THESON&Sect3=PLURON&Sect5=CBORY&Sect6=HITOFF&d=ORDF&p=1&u=%2F%7Epublic%2Fcbory.htm&r=1&f=G
669,United States,Local,Moab,Ban,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
670,United States,Local,Monmouth Beach,Ban,Bag,Retail,link,http://www.baglaws.com/assets/pdf/newjersey_monmouthbeach.pdf
671,United States,Local,Monmouth Beach,Ban,Straw,Restaurant,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
672,United States,Local,Monrovia,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5b6e17811ae6cf3bebd1d845/1533941633884/Monrovia_Resolution_2017-44_Polystyrene_Resolution-City_Facilities_12052017.pdf
673,United States,Local,Monrovia,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f233e4b0e4c2b152c87c/1434579507309/Monrovia.pdf
674,United States,Local,Monterey,Ban,Straw,Restaurant,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
675,United States,Local,Monterey,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f24de4b0e4c2b152c8f6/1434579533944/Monterey.pdf
676,United States,Local,Monterey City,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab509e4b0d2540b734d21/1436202249574/Monterey+EPS+Ordinance.pdf
677,United States,Local,Morgan Hill,Ban,EPS,"Restaurant, Retail",link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab51de4b0d2540b734db1/1436202269254/MorganHill+EPS+Ordinance.pdf
678,United States,Local,Morgan Hill,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f27fe4b0d8b7b0b0ec89/1434579583096/MorganHill.pdf
679,United States,Local,Morro Bay,Ban,EPS,"Restaurant, Retail",link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/56bcce723c44d80c624631a4/1455214194742/Ord+600+Adding+8_17+Expanded+Polystyrene.pdf
680,United States,Local,Morro Bay,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f72ce4b05b2c1b5d4926/1434580780237/San+Luis+Obispo+County.pdf
681,United States,Local,Mount Pleasant,Ban,Bag,Retail,link,http://www.baglaws.com/assets/pdf/southcarolina_mount_pleasant.pdf
682,United States,Local,Mount Pleasant,Upon Request,Straw,Restaurant,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
683,United States,Local,Mountain View,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab531e4b0d2540b734e2f/1436202289842/Mountain+View+EPS+Ordinance.pdf
684,United States,Local,Mountain View,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f29ae4b035e73121bb85/1434579610105/MountainView.pdf
685,United States,Local,Mukilteo,Ban,Bag,Retail,link,http://www.baglaws.com/assets/pdf/washington_mukiltea.pdf
686,United States,Local,Nantucket,Ban,Bag,Retail,link,https://ecode360.com/11471185
687,United States,Local,Nantucket,Ban,EPS,Restaurant,link,http://nebula.wsimg.com/61625ada65b43754e29882da9e662921?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
688,United States,Local,Napa,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f2aee4b0dd959fcbae7a/1434579630303/Napa.PDF
689,United States,Local,Napa County,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/56a165dc57eb8dec18407d86/1453417949605/Napa+County+Final+1_12_16.pdf
690,United States,Local,Narberth,Fee,Bag,Retail,link,https://drive.google.com/file/d/0B7W1AWbi5raJUnI1aVZuc1VSV0thWFUycVlJRXpWRnBUSGFN/view
691,United States,Local,Narragansett Bay,Ban+Fee,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
692,United States,Local,Nassau County,Ban,EPS,Retail,,
693,United States,Local,Natick,Ban,All Polystyrene,Restaurant,link,https://www.natickma.gov/DocumentCenter/View/5744/2017-Fall-Town-Meeting-Recommendation-Book-?bidId=
694,United States,Local,Natick,Ban,Bag,"Retail, Restaurant",link,http://www.baglaws.com/assets/pdf/massachusetts-natick.pdf
695,United States,Local,Nevada City,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f2c0e4b0dd959fcbaeff/1434579648262/Nevada.pdf
696,United States,Local,New Britain,Ban+Fee,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
697,United States,Local,New Canaan,Ban+Fee,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
698,United States,Local,New Castle,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/57aa2cfa5016e182108016bc/1470770426321/DOCS-%23569653-v1-Adopted_version_of_RBI_Bag_LL.pdf
699,United States,Local,New Paltz,Ban,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5a6a6f2453450a6db0d0605d/1516924708404/New+Paltz_New+York_Plastic+Bag+Ordianance.pdf
700,United States,Local,New Shoreham,Ban,Bag,Retail,link,http://www.baglaws.com/assets/pdf/rhodeisland_newshoreham.pdf
701,United States,Local,New York,Fee,Bag,Retail,link,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=3917691&GUID=CEACB88C-E6E9-4CB4-A7EF-0772C7972008&Options=ID|Text|&Search=bag
702,United States,Local,New York City,Ban,EPS,Restaurant,link,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=1444213&GUID=71AB91E9-EC77-47F0-B904-4D4B4A607568&Options=ID|Text|&Search=polystyrene
703,United States,Local,Newark,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55d6315be4b041c74fd09091/1440100699519/AC+Final+Ordinance.pdf
704,United States,Local,Newburyport,Ban,Bag,Retail,link,http://nebula.wsimg.com/fe44e257c82a1c9dfc14d52b2efabf09?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
705,United States,Local,Newcastle,Ban,Bag,Retail,link,http://www.baglaws.com/assets/pdf/maine_newcastle.pdf
706,United States,Local,Newport,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5a6a7230c830255e65cc5e63/1516925488274/rhodeisland_newport.pdf
707,United States,Local,Newport Beach,Ban,EPS,Restaurant,link,http://www.codepublishing.com/CA/NewportBeach/frameless/index.pl?path=../html/NewportBeach06/NewportBeach0605.html
708,United States,Local,Newton,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/a4db24bcd445291cb4ee2e8124ab9c92?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
709,United States,Local,Newton,ban,EPS,Restaurant,,
710,United States,Local,North Attleborough,ban,Bag,Retail,,
711,United States,Local,North Bay Village,Ban,EPS,Restaurant,link,https://www.nbvillage.com/vertical/sites/%7B48839024-F186-41FB-922B-31F0A62CDE56%7D/uploads/O-2015-003_CH._94_POLYSTYRENE_FOOD_SERVICE_ARTICLES.pdf
712,United States,Local,North Kingston,Ban,Bag,Retail,link,http://www.baglaws.com/assets/pdf/rhodeisland_northkingston.pdf
713,United States,Local,Northampton,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/065a96f806331f644762922d3d9aca6b?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
714,United States,Local,Northborough,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/d9ea8e9bf0024e6ca73debdf3f614d9f?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
715,United States,Local,Northborough,Ban,EPS,Restaurant,link,http://www.town.northborough.ma.us/Pages/NorthboroughMA_WebDocs/2019ATM/2019%20ATM%20Warrant.pdf
716,United States,Local,Norwalk,Ban+Fee,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
717,United States,Local,Norwell,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/5f406ea847c23316b2f899e7542d09ed?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
718,United States,Local,Novato,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab584e4b00f5f81474182/1436202372861/Novato+EPS+Ordinance.pdf
719,United States,Local,Novato,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f2d4e4b043e244ccc471/1434579668985/Novato.pdf
720,United States,Local,Oak Bluffs,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/78ac7d84f2d4d966949b2e0bdc292401?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
721,United States,Local,Oakland,Ban,EPS,"Restaurant, Retail",link,https://library.municode.com/ca/oakland/codes/code_of_ordinances?nodeId=TIT8HESA_CH8.07DIFOSEWA_8.07.030PRFOSEWA
722,United States,Local,Oakland,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55d6315be4b041c74fd09091/1440100699519/AC+Final+Ordinance.pdf
723,United States,Local,Oceanside,Ban+Fee,Bag,Retail,link,https://www.ci.oceanside.ca.us/civicax/filebank/blobdload.aspx?blobid=42895
724,United States,Local,Ojai,Ban,EPS,Government,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/56a67bfb1a5203267f4380ce/1453751294604/OjaiFoodwareOrdinance_Finals.pdf
725,United States,Local,Ojai,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f2f1e4b043e244ccc526/1434579697536/Ojai.pdf
726,United States,Local,Olympia,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55ad631ae4b0fd246cb3c5fc/1437426458205/OlympiaBagOrdinance.pdf
727,United States,Local,Orleans,Ban,Bag,"Retail, Restaurant",link,http://www.baglaws.com/assets/pdf/massachusetts_orleans.pdf
728,United States,Local,Orleans,Ban,EPS,Restaurant,link,http://nebula.wsimg.com/d5777470319a5e1eda729c6e7c9a171b?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
729,United States,Local,Pacific Grove,Ban,EPS,Restaurant,link,http://www.codepublishing.com/CA/PacificGrove/#!/pacificgrove11/PacificGrove1199.html#11.99
